Age,Income,Spending,Category,Score
23,51848.62843299352,1696.089006452784,Travel,39.62152154566154
45,49307.313259842536,2648.4972732805545,Groceries,43.85530876932798
45,61596.453415378455,1988.5659688505589,Groceries,51.53907244356856
61,56175.34173868717,1500.3488838525445,Travel,47.9223026460007
61,82559.89482874033,1747.6125393858913,Travel,66.7112963382576
37,20235.45287410482,2420.3100132522763,Healthcare,27.608657451626527
47,76372.60277883692,2273.3667841006895,Groceries,57.93911512932456
28,78691.27788746444,1880.533950415153,Travel,51.974755753268816
45,28899.146513877757,1816.5877940926562,Groceries,31.085691608975292
42,54859.68608879477,1804.120925478089,Travel,46.0391482123013
56,54428.38701006313,1538.7949077507487,Groceries,47.372503060229164
50,38887.32457923268,2807.687844734721,Electronics,36.12489857191148
18,48332.74968613687,1838.83976539433,Healthcare,31.009681450443093
44,43341.36231801257,2608.579260412748,Groceries,39.71614817544628
69,86284.05665135435,2760.6580259612256,Electronics,69.98334234393074
30,74035.17589721191,2499.15544907398,Groceries,50.90272186895413
58,79073.32642491237,1784.1898436409758,Groceries,62.94298447932547
20,70825.08096064853,2201.8650451683047,Electronics,41.91406684258362
56,43064.22343174156,1987.902196804542,Groceries,42.59509198249018
23,52132.196005803395,1548.149069634936,Groceries,32.426437691397254
25,67340.61841841877,2162.1796408608016,Healthcare,47.014093081899325
44,41668.08286662082,1410.4801044200988,Electronics,36.6660842132666
26,70694.97645258582,2593.839694230782,Electronics,49.17438755880271
54,56395.119027627974,1767.6913513508034,Travel,46.20517629533606
50,54377.68788675604,2100.57982793642,Groceries,48.948933462566366
68,70664.39952305237,2141.643935773071,Healthcare,62.09893696119003
59,66663.94967229059,1870.5475131479614,Groceries,55.94015846846499
61,54585.507512713804,2293.3469007376375,Groceries,49.9204130641053
41,77389.94705046373,1762.5481716887377,Travel,55.67978443919961
32,43784.05008600154,2435.648648728622,Groceries,34.94953720448331
49,69239.03410416396,1327.0101598766257,Healthcare,53.68464868987665
49,68896.51886952575,2063.189789773206,Healthcare,56.57360080295713
41,55356.803410290144,2969.4644995291424,Travel,48.058551824161725
58,64891.99533363177,1499.8343376972125,Groceries,51.38646140259549
69,41233.29635422045,1661.1275147375743,Healthcare,45.36173784113158
66,73860.40528810352,2256.9539248294577,Groceries,58.65782740619338
66,57226.46795335517,2089.790890969799,Groceries,53.73759638096853
69,52159.154692214404,2175.31504963678,Groceries,52.03141427110584
29,75735.13838755334,2244.593565073832,Travel,47.31712364486
56,49434.84464185861,2317.360734280885,Groceries,43.82857610166635
19,38873.08055454661,2554.8499209781116,Healthcare,29.679962325741993
20,36650.562397141446,2204.9093284642563,Groceries,28.133380361217583
66,69090.1492701846,1879.3711726907288,Healthcare,55.68486310963615
54,40793.559712555754,2336.2868506013656,Groceries,42.04731101618497
66,86321.91272976546,2949.940967447608,Healthcare,69.36378551765898
34,28771.058881744168,1933.6831268087133,Healthcare,28.06435743053247
66,85446.84552435057,1512.7353476646792,Groceries,64.03731045718793
19,63165.26200803927,2553.5403346434864,Groceries,44.48712592613973
19,58549.30332194411,1939.8094180232008,Healthcare,42.16508472319505
45,51826.21369786575,913.6652269929818,Electronics,40.27331433522577
40,65987.04171528107,2423.710838575211,Travel,48.616608700481315
54,59435.47946362727,1732.3359070230385,Electronics,50.36482687668371
49,76549.52823024782,1954.7333588479196,Electronics,56.16817207332577
50,61713.41472993059,2165.9901652845074,Groceries,49.90989329420785
18,62254.52642192817,2095.249839889533,Travel,42.197069194192494
36,54545.81681679216,2354.7259085695196,Electronics,38.96364805052053
19,59145.81564418399,1782.2568147150782,Groceries,41.474026101227494
61,64617.026533380886,2256.552899088041,Electronics,55.26698011352521
43,34347.474110150615,1870.2266612080414,Electronics,32.99120408836703
49,39777.21866841431,2369.4052404437516,Groceries,39.148951506651755
23,71148.96141034072,2307.6837420065267,Groceries,47.01470689922445
49,62562.981571919125,1532.2806489777024,Groceries,45.58364947702512
21,57240.24995470981,2542.991058087516,Travel,42.995983548436406
28,60276.5089959809,1732.018277442976,Electronics,42.084942317417635
34,65213.72558042507,2404.0288991405723,Groceries,48.50092484938843
55,51903.60479535958,2183.6436567006704,Healthcare,48.722189252229214
41,48325.42911896531,2919.0918383975613,Electronics,40.25857332115718
22,62937.67882646522,1888.267008814074,Healthcare,42.79231722893122
69,45324.40833577452,1825.3416019409012,Travel,46.47760518997148
51,66123.79133571708,1990.2901970561336,Groceries,54.03601761240379
23,34461.245936432395,1848.4101085828622,Healthcare,23.572988344678933
39,75437.33455988465,2399.970950971025,Travel,54.02042058140184
28,67088.96223619564,1191.844695781706,Groceries,43.12252919809331
65,63840.44601470813,1473.158790426823,Healthcare,55.23106648947602
33,74740.3647591827,1466.0985392104035,Healthcare,51.14246783274856
50,84982.11666693864,2475.153795986788,Travel,61.02611413579884
26,75215.55097527195,2855.3066862909627,Groceries,49.69404113186581
23,32386.88653002532,1947.7753907312642,Groceries,26.76766330936053
33,40806.34549896448,1915.5891384049946,Healthcare,32.34106657166182
46,50627.72133456482,2035.0260815565907,Healthcare,44.86788022129984
20,60391.36575316251,2580.9391513040955,Healthcare,40.61914677829456
37,67764.88530703685,1536.323432904713,Groceries,42.24111308068457
53,49113.84280269802,2119.1844913673926,Travel,43.94564627084018
36,62801.50146715617,2487.5988148912147,Travel,45.098860721672565
43,48669.256014700164,2250.5470849699227,Groceries,38.47317054636804
20,50827.23295512078,2094.7908082993717,Electronics,33.12834481771399
36,38900.08354727666,2500.5230462835707,Travel,35.469904809871416
37,46151.50130833643,648.3838535003815,Healthcare,38.129800017665445
49,39724.730915755,2338.9376597654536,Electronics,39.86660972513836
24,45361.90120534001,1672.962158436288,Electronics,32.013868143111104
69,75804.62694911759,1084.6835515717717,Travel,61.68348896804375
58,45759.01666752085,2255.6012997624903,Electronics,43.87253031284742
50,99485.73097256086,2686.829272581479,Electronics,68.7273232931171
57,67399.76851321333,1931.275742686154,Travel,52.353710405513
56,62772.54185542311,2476.4372736014693,Travel,49.63548786141106
35,47124.6332972818,2806.1391289943226,Electronics,38.89474749351066
57,70504.64819113487,2657.457226792024,Healthcare,57.98334552899174
18,51365.43260643339,2819.9822646856965,Groceries,36.529433492558304
28,61830.147219680424,2371.063745535946,Electronics,43.225267245017385
45,98401.26807403192,2037.7168194507965,Electronics,64.88457555452398
42,58559.10150413025,1199.0170940514158,Healthcare,45.4940773235379
67,77239.09989428514,1876.9687559350257,Electronics,59.839223619119444
40,49452.35362311169,1578.376702341904,Electronics,41.43498604392661
48,59475.17264254557,3085.471358748907,Groceries,48.30409500091715
47,86562.00953453264,1912.0570937838318,Groceries,59.70024848012792
59,50595.494133183485,2061.6024033922426,Groceries,44.18738149214487
52,87186.72836995393,2275.742688020234,Travel,62.742045267246155
24,70616.27903183213,2021.801223186227,Travel,48.502366879244484
33,51562.99836158598,2847.5255202153767,Groceries,42.40780639811166
43,69486.11608583282,1688.675319132774,Groceries,52.977252905238025
65,74588.31674440095,2097.3037276186215,Travel,62.03305091930559
69,69327.14943325795,1628.764707150976,Healthcare,56.41376447387019
66,36446.629201643154,1339.988744389647,Electronics,40.04171364094576
19,49092.94236262697,1694.1154545473573,Electronics,32.07430383217327
18,56287.22046672743,1981.481601475794,Groceries,40.167723244393386
65,58883.498563499306,1785.34888774137,Healthcare,50.11886976437977
29,69310.08146326017,1653.789510063072,Travel,48.450015130534446
22,62665.51501399881,1296.841268164083,Groceries,42.312347783545114
54,39969.834619348476,1958.4472136856525,Healthcare,43.76105214047771
49,65702.96776508944,1247.6398129844988,Healthcare,49.22739032325472
26,69158.78617925735,2380.027981844801,Healthcare,48.564093372478595
58,68396.8567189656,2041.2198764672517,Travel,60.24417178549499
52,76211.71088331932,1271.2242502675347,Travel,55.01302058832733
36,72508.83231823356,1845.3954614750683,Electronics,47.67512658700219
65,66887.70118842655,1623.9217972047084,Electronics,52.431674120807166
33,58947.51432812029,2159.5872552095902,Healthcare,45.11835573220199
20,35085.58599726013,2670.2252230115723,Healthcare,25.116943028536042
37,66444.27328698878,1062.4137651771277,Travel,45.702326067972805
41,63115.31530744667,2057.5130395737087,Electronics,48.847310106948676
50,64073.6825579306,1919.93360221668,Healthcare,51.247059557058485
41,40848.77136269536,2335.670038225233,Electronics,38.24661548616649
69,43784.151893876064,2106.5983141188444,Electronics,47.249852286777426
28,75797.29279999355,1624.0153341305904,Healthcare,52.10440869488474
66,59406.672692150176,1840.473032166691,Travel,51.27964964893088
25,70222.51046058937,1601.9870715982556,Healthcare,44.46123909657414
53,60424.77564195692,2538.003569299299,Healthcare,49.6430760690354
55,60446.34209243618,2010.6558243359711,Electronics,52.40486631861525
57,74074.25708963997,2950.5953428765038,Healthcare,61.83911640736312
37,52259.32907673939,1969.6695930926896,Travel,42.07145436319209
52,61441.811654114754,1645.7966165447685,Healthcare,51.97948639392676
65,53065.87066942436,1243.1428036935863,Travel,46.16313920734659
42,53482.55658851527,1098.4301618720274,Travel,44.87258684110396
52,55362.41814797041,1207.932028497255,Electronics,48.743550374404236
42,63332.00657450569,2133.563325505742,Groceries,50.00437393275582
46,52818.77067504784,2254.362511614967,Groceries,48.28170817829597
35,78836.34188360281,1209.4046489839334,Electronics,49.023733824413725
63,46580.89046670744,2447.5191570380575,Healthcare,46.03658727490453
35,57196.92533757961,1758.4694741582803,Electronics,41.14479469574246
19,53404.034125887374,2073.3965059927746,Travel,37.99176872244392
52,81704.668265306,2806.110314127712,Groceries,59.96427328170413
33,62948.32164767362,2448.419657932766,Electronics,47.78599043837732
58,75477.66809202952,1865.734676047084,Healthcare,61.61137568610235
53,37716.59440444542,1554.4038872923563,Electronics,39.257510776975415
50,64005.75398803888,924.0922993353474,Groceries,49.41856364001313
21,73344.46193435155,1640.4233403787898,Electronics,44.277330966131856
50,61234.259839131366,1894.4348805861528,Electronics,47.71229774848726
31,75982.20562598026,1506.4102364244081,Groceries,52.80316109643228
38,52240.673248494415,1934.3715164538476,Travel,42.947777664965564
65,81140.2116027837,2038.4259414793842,Travel,64.06891864559553
37,94483.47185428876,1887.5720090959608,Groceries,61.28106085380452
25,54557.42159340512,1674.9987095882702,Electronics,34.07709246965634
24,53317.462178988426,2084.327335983364,Groceries,35.885680924092064
20,81800.7671567655,2220.9703247847046,Travel,55.16516240223161
34,83693.58218596068,1454.8004612785771,Healthcare,52.39548087353256
50,52157.09959270098,2705.466189873135,Electronics,46.86844181853892
65,53697.19774356214,1950.7059338578692,Travel,52.2648986858872
29,55773.230867092396,2009.424811472424,Electronics,38.09561972048646
68,39833.24233448584,2354.1072116282785,Groceries,45.39425654006164
39,46220.22080273703,2116.608065631751,Healthcare,40.91915760765333
39,44937.88849871898,2476.5683169566228,Groceries,39.147079527087236
63,48483.03652343807,2143.562082600912,Healthcare,53.165448538254395
47,59479.72668919828,1693.781312679781,Electronics,43.89022745220231
55,63513.22098804781,2180.751762603051,Electronics,54.735571078997765
55,83257.50739221115,1428.136896339669,Groceries,60.639424013991984
62,45024.68938891814,2054.2798528882618,Healthcare,46.76474470990894
68,74764.83597714876,1983.3850046777695,Healthcare,62.63180230132841
25,56790.16733661736,1895.9415713637302,Electronics,38.22065441681616
44,59258.044355213504,1935.7312442805346,Groceries,47.158477451086505
44,70122.29238249906,1059.0754772511805,Healthcare,46.66349424295531
51,43159.16967656552,1725.6375461295193,Electronics,41.53735493168459
38,65736.14619276076,2046.4224505705574,Travel,48.95723492950254
47,62496.78312319584,2079.9281959987,Groceries,50.78556829088153
50,67386.76896012224,1486.162429537021,Travel,53.78194598930946
45,64337.52965861727,2632.8539204323506,Groceries,51.669712350592754
64,96829.50209866342,1566.9125758927496,Electronics,71.04475504071377
50,50433.900236230256,2484.728600263368,Healthcare,43.42427064531928
22,52035.04567497274,2213.5971809358425,Healthcare,35.620275672059954
65,50652.89210362853,1676.8863450780984,Healthcare,50.55368798232512
36,51667.843212596184,2887.655446304756,Groceries,45.28190331031956
21,50439.19309040223,1403.18158412176,Electronics,33.84973884082052
52,77835.24796661327,2459.577086805001,Travel,59.52878365142319
66,81307.56371984782,2500.291159021489,Electronics,63.64513542797935
34,51438.805593757854,1664.6898954616777,Travel,41.59429627833717
61,47514.66640343657,2696.232650032164,Groceries,48.780632149166166
45,67071.23334579606,1874.9767427005236,Groceries,54.66800503122658
47,51716.65433578543,2144.3468146399287,Travel,42.490374642813094
46,69493.97726633266,2130.16091938561,Travel,52.05129467390111
63,63043.845312769496,1932.845629264726,Travel,54.75050575996535
23,37263.83827504152,2405.404136579891,Electronics,31.635706486132083
52,83212.57801995092,2396.7443602761064,Travel,61.568442455432404
58,86938.16509643283,1125.7340133809096,Groceries,61.37462839407083
54,50808.16964273421,2652.1701214390764,Groceries,48.67124012209241
41,54184.47660096024,1168.7540059821629,Healthcare,43.1720170375356
46,64287.98086087358,2516.2731021708287,Travel,49.14398843365099
66,65016.851849805375,2563.3525684137917,Electronics,60.14601666394127
63,69878.16409009245,1454.516784892401,Electronics,59.08851303322424
48,90153.06808149524,1794.5928560227076,Electronics,63.334312747288614
52,57345.79158758926,1447.147665757032,Healthcare,47.32638685006077
50,48025.541331923196,1892.5394848556323,Groceries,43.905965177904676
69,39310.21157978209,1845.9828579071293,Electronics,42.32366536519278
38,49036.04940087121,2389.8302661346697,Groceries,40.757748191033116
49,59503.095406893044,2655.154373059804,Healthcare,45.45708936034777
40,86918.36795276681,2697.8419053949783,Travel,62.607779078179234
50,52235.830514457426,1718.915986710849,Travel,41.432760785766696
20,63356.819274583475,1895.389063127736,Travel,44.47602742040521
35,59753.65655890872,1158.2809038895248,Electronics,42.03314989930051
42,77825.89910172127,1597.0649667519056,Travel,54.28374552050209
59,97903.98638810433,2482.425816548729,Electronics,70.3613770149806
48,52036.96840619519,2807.7914117741157,Healthcare,45.45798927880167
20,52658.40836222667,1382.8255640600391,Healthcare,37.93191799952949
57,75662.41315603608,1703.767870423553,Electronics,53.363125005794984
63,70228.37234439467,1986.7971215205364,Groceries,60.541711187414776
41,87700.6098860405,2140.0805794098032,Travel,61.10651306404328
67,68758.92277988946,1595.1982400391769,Travel,55.25581457430866
49,54610.61863819411,2212.030522232045,Travel,44.278745577462665
64,68859.82246038463,1763.080326464542,Electronics,60.50885793753781
39,76630.55370874362,1992.7738645608604,Healthcare,52.109810823608065
40,72307.23271796046,2273.14212400185,Travel,50.39319958579201
19,67609.11046660946,2003.211134905469,Healthcare,45.78560658784514
44,76000.1203438373,1781.8070547367156,Travel,55.44078003396391
59,77539.4338566851,1945.1950980370846,Travel,58.48425597134393
19,80732.38486556291,1955.8185203973323,Electronics,50.41107942438536
43,69730.64831384463,1814.994485058936,Groceries,49.343807759759635
34,57493.22879524718,1870.6019686664488,Electronics,44.8894611318017
57,62200.705296499844,2799.3235852523585,Travel,55.92174174850091
50,78097.63449762535,2280.4597239706195,Travel,59.6737490943978
26,47745.964935191456,1852.25984098542,Groceries,36.1008242720606
60,65530.099633093516,2348.477202255368,Healthcare,58.98438047079224
65,54099.91781508959,1833.0902551219951,Healthcare,50.21551207256523
56,60431.17234402226,2586.5623187933206,Travel,49.82496255875617
46,79176.77793910948,2184.821096099047,Healthcare,58.656978987417446
59,62866.48602029855,1946.3489279978855,Travel,57.19803496521927
43,60696.54822234223,2223.858462905139,Groceries,45.666472050609684
52,39602.15788530121,1214.5619239657503,Groceries,37.107277257194134
67,71193.80349040832,1436.6162655450973,Travel,59.40302635249726
42,69682.26271711613,1403.0374968004721,Groceries,50.13939665414753
41,92448.8208495819,2071.4715473818533,Electronics,60.70274635880002
30,55383.32647570499,2866.257499742546,Electronics,44.667893949798525
24,63287.254914959085,3115.650073096316,Groceries,49.715009047706694
53,63740.75525566133,2319.0255507203788,Travel,52.80069164731923
62,83661.79919645212,2250.4222374722285,Travel,63.12360749369852
37,58570.567014195716,1099.4711329236306,Groceries,39.48630472283817
18,64185.32288655509,1728.6631001329893,Healthcare,41.465939605985895
25,69118.44764574809,1606.1081240458807,Electronics,47.47919475759832
63,62799.13684734537,1689.576200874442,Healthcare,54.629056318412324
33,53303.49578174208,1915.9280907076052,Travel,40.37879639044854
31,62911.34989347462,1763.9547111514364,Travel,43.10504106546157
29,76104.47624789659,1010.3500948121061,Healthcare,46.58861104813632
68,44602.270508834095,2373.955128058767,Groceries,49.11854816318434
40,61994.54511220314,1463.6284871300968,Healthcare,47.75207277313293
